index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,home,game_id
10,Marcus Forss,9.0,fi FIN,FW,22-056,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,4.0,1,0
11,Pontus Jansson,18.0,se SWE,CB,30-181,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,77.3,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1,0
12,Rico Henry,3.0,eng ENG,WB,24-036,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,21.0,25.0,84.0,3.0,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,0
13,Sergi Canós,7.0,es ESP,WB,24-192,90,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,44.0,7.0,3.0,1.0,0.1,0.1,0.3,2.0,0.0,13.0,23.0,56.5,1.0,18.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,0
14,Vitaly Janelt,27.0,de GER,CM,23-095,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,30.0,63.3,2.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,22.0,44.0,1,0
0,14 Players,,,,,990,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,742.0,9.0,7.0,10.0,1.3,1.3,1.1,43.0,0.0,522.0,620.0,84.2,62.0,455.0,21.0,20.0,9.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0
1,Albert Sambi Lokonga,23.0,be BEL,DM,21-295,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,83.0,2.0,2.0,0.0,0.0,0.0,0.1,4.0,0.0,64.0,73.0,87.7,5.0,62.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0,0
2,Ben White,4.0,eng ENG,CB,23-309,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,62.0,90.3,6.0,44.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0,0
3,Bernd Leno,1.0,de GER,GK,29-162,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,0.0,21.0,0.0,0.0,0.0,3.0,2.0,1.0,33.3,1.0,2.0,8.0,25.0,27.0,3.0,14.8,27.4,8.0,50.0,41.5,7.0,1.0,14.3,0.0,6.0,0.0,2.0,0,0
4,Bukayo Saka,7.0,eng ENG,LW,19-342,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,22.0,72.7,4.0,21.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0,0
5,Calum Chambers,21.0,eng ENG,RB,26-205,80,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,82.0,2.0,0.0,1.0,0.1,0.1,0.1,1.0,0.0,58.0,71.0,81.7,4.0,47.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,0
6,Emile Smith Rowe,10.0,eng ENG,AM,21-016,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,57.0,0.0,0.0,0.0,0.1,0.1,0.1,4.0,0.0,49.0,51.0,96.1,13.0,44.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0,0
7,Folarin Balogun,26.0,us USA,FW,20-041,58,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,3.0,5.0,60.0,0.0,6.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0,0
8,Gabriel Martinelli,35.0,br BRA,"LW,FW",20-056,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,2.0,0.2,0.2,0.1,2.0,0.0,7.0,10.0,70.0,0.0,9.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0,0
9,Granit Xhaka,34.0,ch SUI,DM,28-320,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,93.0,1.0,2.0,2.0,0.1,0.1,0.0,6.0,0.0,79.0,89.0,88.8,16.0,53.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,7.0,5.0,0,0
10,Kieran Tierney,3.0,sct SCO,LB,24-069,90,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,89.0,0.0,0.0,2.0,0.1,0.1,0.4,13.0,0.0,61.0,76.0,80.3,5.0,45.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0,0
11,Nicolas Pépé,19.0,ci CIV,"RW,FW",26-076,90,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,60.0,0.0,1.0,0.0,0.2,0.2,0.2,6.0,0.0,34.0,44.0,77.3,1.0,37.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0,0
12,Nuno Tavares,20.0,pt POR,RB,21-199,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,1.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,0
13,Pablo Marí,22.0,es ESP,CB,27-347,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,1.0,1.0,0.0,0.1,0.1,0.0,1.0,0.0,50.0,60.0,83.3,7.0,48.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,0
14,Reiss Nelson,24.0,eng ENG,RW,21-246,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.1,0.1,0.0,3.0,0.0,8.0,12.0,66.7,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,15.0,48.0,0,0
0,14 Players,,,,,990,5.0,5.0,0.0,0.0,16.0,8.0,1.0,0.0,568.0,6.0,8.0,11.0,1.5,1.5,1.5,27.0,10.0,363.0,465.0,78.1,40.0,299.0,20.0,24.0,12.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1,1
1,Aaron Wan-Bissaka,29.0,eng ENG,RB,23-261,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,54.0,77.8,4.0,27.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1,1
2,Anthony Martial,9.0,fr FRA,FW,25-252,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,5.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,1
3,Bruno Fernandes,18.0,pt POR,AM,26-340,90,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,41.0,0.0,0.0,1.0,0.6,0.6,0.1,4.0,0.0,21.0,32.0,65.6,3.0,25.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1,1
4,Daniel James,21.0,wls WAL,RW,23-277,74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,34.0,2.0,0.0,2.0,0.2,0.2,0.0,2.0,0.0,13.0,19.0,68.4,2.0,16.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1,1
5,David de Gea,1.0,es ESP,GK,30-280,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,36.0,86.1,0.0,17.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,1.0,7.0,11.0,63.6,24.0,3.0,8.3,20.8,12.0,75.0,42.5,12.0,0.0,0.0,0.0,12.0,0.0,2.0,1,1
6,Fred,17.0,br BRA,DM,28-162,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,51.0,0.0,2.0,2.0,0.2,0.2,0.0,1.0,1.0,29.0,39.0,74.4,4.0,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1,1
7,Harry Maguire,5.0,eng ENG,CB,28-162,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,49.0,77.6,3.0,29.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,7.0,1,1
8,Jadon Sancho,25.0,eng ENG,LW,21-142,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,71.4,0.0,8.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1,1
9,Luke Shaw,23.0,eng ENG,LB,26-033,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,51.0,0.0,0.0,2.0,0.0,0.0,0.1,5.0,1.0,39.0,47.0,83.0,5.0,24.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,8.0,1,1
10,Mason Greenwood,11.0,eng ENG,"FW,RW",19-317,90,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,38.0,0.0,0.0,1.0,0.1,0.1,0.3,5.0,1.0,22.0,27.0,81.5,4.0,28.0,3.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1,1
11,Nemanja Matić,31.0,rs SRB,DM,33-013,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,87.5,1.0,9.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1,1
12,Paul Pogba,6.0,fr FRA,LW,28-152,74,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,46.0,1.0,1.0,1.0,0.3,0.3,0.7,5.0,4.0,25.0,33.0,75.8,5.0,29.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1,1
13,Scott McTominay,39.0,sct SCO,DM,24-249,68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,27.0,32.0,84.4,2.0,19.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,1
14,Victor Lindelöf,2.0,se SWE,CB,27-028,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,47.0,60.0,78.3,6.0,37.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,16.0,51.0,1,1
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,10.0,3.0,2.0,0.0,584.0,23.0,14.0,13.0,0.5,0.5,0.5,18.0,2.0,372.0,482.0,77.2,32.0,342.0,6.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,1
1,Hélder Costa,17.0,ao ANG,LM,27-214,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,100.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1
2,Illan Meslier,1.0,fr FRA,GK,21-165,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,48.0,64.6,0.0,31.0,0.0,0.0,0.0,8.0,5.0,3.0,37.5,1.6,5.0,20.0,25.0,37.0,10.0,37.8,30.2,10.0,60.0,44.5,10.0,1.0,10.0,2.0,13.3,0.0,3.0,0,1
3,Jack Harrison,22.0,eng ENG,LM,24-267,68,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,1.0,1.0,1.0,0.0,0.0,0.1,3.0,0.0,14.0,21.0,66.7,3.0,24.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,1
4,Junior Firpo,3.0,do DOM,LB,24-357,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,30.0,34.0,88.2,6.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0,1
5,Liam Cooper,6.0,sct SCO,CB,29-349,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,7.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,46.0,52.0,88.5,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0,1
6,Luke Ayling,2.0,eng ENG,RB,29-354,90,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,88.0,2.0,1.0,2.0,0.1,0.1,0.0,0.0,0.0,59.0,75.0,78.7,6.0,49.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0,1
7,Mateusz Klich,43.0,pl POL,"FW,CM",31-062,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,49.0,2.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,34.0,46.0,73.9,3.0,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0,1
8,Pascal Struijk,21.0,nl NED,CB,22-003,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,55.0,80.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0,1
9,Patrick Bamford,9.0,eng ENG,FW,27-343,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,1.0,1.0,0.1,0.1,0.1,1.0,0.0,12.0,14.0,85.7,2.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0,1
10,Raphinha,10.0,br BRA,RM,24-243,90,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,62.0,4.0,1.0,3.0,0.3,0.3,0.1,4.0,0.0,27.0,45.0,60.0,1.0,36.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0,1
11,Robin Koch,5.0,de GER,"CM,DM",25-028,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,27.0,74.1,5.0,15.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0,1
12,Rodrigo,19.0,es ESP,CM,30-161,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,83.3,2.0,12.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0,1
13,Stuart Dallas,15.0,nir NIR,"CM,LB",30-117,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,32.0,39.0,82.1,3.0,28.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0,1
14,Tyler Roberts,11.0,wls WAL,FW,22-214,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,3.0,3.0,100.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,12.0,53.0,0,1
0,14 Players,,,,,990,3.0,3.0,0.0,0.0,14.0,6.0,2.0,0.0,530.0,23.0,6.0,12.0,2.4,2.4,2.3,26.0,5.0,271.0,397.0,68.3,34.0,238.0,14.0,14.0,7.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1,2
1,Abdoulaye Doucouré,16.0,ml MLI,"DM,CM",28-225,90,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,48.0,2.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,32.0,40.0,80.0,6.0,19.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1,2
2,Alex Iwobi,17.0,ng NGA,"RW,RM",25-103,21,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,15.0,0.0,1.0,1.0,0.3,0.3,0.0,2.0,2.0,6.0,7.0,85.7,3.0,12.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1,2
3,Allan,6.0,br BRA,"DM,CM",30-218,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,46.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,24.0,32.0,75.0,3.0,22.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1,2
4,Andros Townsend,14.0,eng ENG,RW,30-029,69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,11.0,21.0,52.4,1.0,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,2
5,Anthony Gordon,24.0,eng ENG,LM,20-171,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1,2
6,Demarai Gray,11.0,jm JAM,"AM,LW",25-047,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,1.0,0.0,0.0,0.2,4.0,0.0,15.0,21.0,71.4,1.0,16.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,2
7,Dominic Calvert-Lewin,9.0,eng ENG,FW,24-151,90,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,29.0,0.0,0.0,1.0,1.2,1.2,0.0,1.0,0.0,10.0,17.0,58.8,0.0,11.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,10.0,1,2
8,Jordan Pickford,1.0,eng ENG,GK,27-160,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,37.0,56.8,0.0,23.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,1.1,8.0,24.0,33.3,33.0,7.0,63.6,43.3,4.0,75.0,54.0,22.0,1.0,4.5,2.0,14.8,3.0,3.0,1,2
9,Lucas Digne,12.0,fr FRA,LB,28-025,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,0.1,0.1,0.1,3.0,0.0,34.0,50.0,68.0,4.0,20.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,6.0,1,2
10,Mason Holgate,4.0,jm JAM,CB,24-296,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,43.0,62.8,3.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,3.0,1,2
11,Michael Keane,5.0,eng ENG,CB,28-215,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,2.0,2.0,0.0,0.1,0.1,0.2,1.0,0.0,37.0,49.0,75.5,3.0,22.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,1,2
12,Richarlison,7.0,br BRA,"LW,AM,LM",24-096,88,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,40.0,3.0,0.0,2.0,0.6,0.6,0.6,3.0,1.0,12.0,18.0,66.7,1.0,27.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,4.0,1,2
13,Séamus Coleman,23.0,ie IRL,RB,32-307,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,2.0,1.0,0.0,0.0,0.1,4.0,1.0,40.0,58.0,69.0,9.0,29.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,2
14,Yerry Mina,13.0,co COL,CB,26-325,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,25.0,50.0,1,2
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,539.0,21.0,5.0,8.0,0.8,0.8,0.8,10.0,2.0,283.0,424.0,66.7,21.0,281.0,13.0,23.0,10.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,2
1,Adam Armstrong,9.0,eng ENG,FW,24-185,90,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,17.0,0.0,0.0,2.0,0.6,0.6,0.0,0.0,0.0,5.0,8.0,62.5,0.0,9.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0,2
2,Alex McCarthy,1.0,eng ENG,GK,31-254,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,58.6,0.0,19.0,0.0,0.0,0.0,6.0,3.0,3.0,50.0,3.0,6.0,18.0,33.3,19.0,6.0,47.4,38.9,10.0,90.0,58.1,22.0,3.0,13.6,0.0,6.8,2.0,1.0,0,2
3,Che Adams,10.0,sct SCO,FW,25-032,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.6,4.0,2.0,8.0,19.0,42.1,1.0,15.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0,2
4,Ibrahima Diallo,27.0,fr FRA,CM,22-159,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,8.0,9.0,88.9,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,2
5,Jack Stephens,5.0,eng ENG,CB,27-199,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,44.0,68.2,4.0,24.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0,2
